,race,rcDate,rcNo,ord,rcTime,chulNo,age,wgBudam,ord1CntT,ord1CntY,ord2CntT,ord2CntY,rcCntT,rcCntY,chaksunT,chaksunY,chaksun_6m,rating,rcDist,trAge,ord1CntT_tr,ord2CntT_tr,rcCntT_tr,ord1CntY_tr,ord2CntY_tr,rcCntY_tr,age_jk,ord1CntT_jk,ord2CntT_jk,rcCntT_jk,ord1CntY_jk,ord2CntY_jk,rcCntY_jk,wg_Budam_jk,wg_Budam_others_jk,num_own,num_reg,num_cancel,chaksunT_ow,chaksunY_ow,ord1CntT_ow,ord2CntT_ow,ord3CntT_ow,rcCntT_ow,ord1CntY_ow,ord2CntY_ow,ord3CntY_ow,rcCntY_ow,from_recentRcDate,from_trDebut,from_jkDebut,from_owRegister,pred,pred_rank,pred_ona
14464,1282,2016-08-27,2,0,63.8,7,2,54.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,27,67,74,1127,2,1,37,51,52,44,44,44,44,44,44,44,44,44,44,44,44,52,0,16996,2271,16996,0.6352818012237549,2.0,1
14465,1282,2016-08-27,2,0,63.3,1,2,52.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,29,59,74,758,27,35,327,49,49,44,44,44,44,44,44,44,44,44,44,44,44,45,0,16996,814,16996,0.6361122131347656,3.0,1
14466,1282,2016-08-27,2,1,62.8,4,2,54.0,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,29,343,259,2438,9,15,126,52,52,44,44,44,44,44,44,44,44,44,44,44,44,3,34,16996,2992,16996,0.6349642872810364,1.0,1
14467,1282,2016-08-27,2,1,62.8,2,2,54.0,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,37,684,646,5575,32,34,243,53,53,44,44,44,44,44,44,44,44,44,44,44,44,44,35,16996,5531,16996,0.642503559589386,6.0,0
14468,1282,2016-08-27,2,1,62.0,6,2,55.5,0,0,1,1,2,2,15750000,15750000,15750000,44,1300,44,44,44,44,44,44,44,35,1302,975,6421,123,89,537,53,53,44,44,44,44,44,44,44,44,44,44,44,44,96,34,16996,5531,16996,0.654644250869751,8.0,0
14477,1284,2016-08-28,11,0,125.1,9,4,52.0,5,1,1,0,16,5,282210000,76800000,50400000,89,1800,89,89,89,89,89,89,89,25,65,98,1291,33,39,537,52,52,89,89,89,89,89,89,89,89,89,89,89,89,99,43,16952,1184,16952,0.7394795417785645,5.0,0
14478,1284,2016-08-28,11,0,121.2,1,5,56.5,5,2,6,2,27,7,464530000,254500000,168700000,100,1800,100,100,100,100,100,100,100,29,132,132,1810,40,40,517,51,51,100,100,100,100,100,100,100,100,100,100,100,100,74,84,16941,1831,16941,0.7675467729568481,12.0,0
14479,1284,2016-08-28,11,0,121.0,10,5,52.0,4,0,4,0,35,11,262910000,12100000,5500000,82,1800,82,82,82,82,82,82,82,33,50,61,1348,0,0,47,51,51,82,82,82,82,82,82,82,82,82,82,82,82,74,29,16959,2993,16959,0.7358319759368896,4.0,0
14480,1284,2016-08-28,11,0,120.9,6,7,55.5,5,0,3,0,32,4,351198000,5500000,0,96,1800,96,96,96,96,96,96,96,22,35,30,342,34,28,316,49,49,96,96,96,96,96,96,96,96,96,96,96,96,68,196,16945,437,16945,0.763775646686554,10.0,0
14481,1284,2016-08-28,11,0,120.8,3,4,57.0,5,0,1,0,22,10,391020000,60500000,40700000,97,1800,97,97,97,97,97,97,97,24,166,146,1236,68,49,471,51,52,97,97,97,97,97,97,97,97,97,97,97,97,93,29,16944,1184,16944,0.7621567249298096,9.0,0
14482,1284,2016-08-28,11,0,120.6,11,4,52.0,3,2,5,2,21,11,234250000,151500000,77900000,85,1800,85,85,85,85,85,85,85,29,343,259,2438,9,15,126,52,52,85,85,85,85,85,85,85,85,85,85,85,85,87,29,16956,2993,16956,0.7348023653030396,2.0,1
14483,1284,2016-08-28,11,0,120.6,5,4,53.0,8,4,2,0,21,8,391550000,254100000,72600000,89,1800,89,89,89,89,89,89,89,35,93,72,787,48,41,410,49,49,89,89,89,89,89,89,89,89,89,89,89,89,75,43,16952,1166,16952,0.7430856227874756,6.0,0
14484,1284,2016-08-28,11,0,120.3,13,4,56.0,4,2,5,1,17,7,297500000,152900000,19800000,95,1800,95,95,95,95,95,95,95,35,1302,975,6421,123,89,537,53,53,95,95,95,95,95,95,95,95,95,95,95,95,79,49,16946,5532,16946,0.757418155670166,8.0,0
14485,1284,2016-08-28,11,0,119.9,4,6,54.0,7,0,3,1,34,7,564870000,46200000,16500000,91,1800,91,91,91,91,91,91,91,38,621,614,4938,37,40,259,53,53,91,91,91,91,91,91,91,91,91,91,91,91,106,35,16950,6649,16950,0.7572643756866455,7.0,0
14486,1284,2016-08-28,11,0,119.5,7,5,52.0,3,0,3,0,22,7,242170000,53300000,37900000,84,1800,84,84,84,84,84,84,84,37,684,646,5575,32,34,243,53,53,84,84,84,84,84,84,84,84,84,84,84,84,78,35,16957,5532,16957,0.7352920174598694,3.0,1
14487,1284,2016-08-28,11,1,118.7,12,6,57.5,4,3,10,3,43,10,461890000,283800000,129400000,98,1800,98,98,98,98,98,98,98,50,2011,1846,13469,53,61,552,51,51,98,98,98,98,98,98,98,98,98,98,98,98,69,35,16943,10742,16943,0.776355504989624,13.0,0
14488,1284,2016-08-28,11,1,118.6,8,7,52.5,11,2,7,1,45,10,887944000,144100000,23100000,94,1800,94,94,94,94,94,94,94,25,16,17,280,14,17,252,49,49,94,94,94,94,94,94,94,94,94,94,94,94,95,35,16947,437,16947,0.7639723420143127,11.0,0
14489,1284,2016-08-28,11,1,117.2,2,4,52.0,4,1,3,2,9,4,262400000,144500000,62000000,87,1800,87,87,87,87,87,87,87,34,696,597,4499,59,40,415,52,52,87,87,87,87,87,87,87,87,87,87,87,87,71,84,16954,4134,16954,0.7332415580749512,1.0,1
14520,1288,2016-08-28,7,0,80.3,1,3,53.0,0,0,0,0,1,1,0,0,0,42,1200,42,42,42,42,42,42,42,27,161,177,1912,23,14,159,52,53,42,42,42,42,42,42,42,42,42,42,42,42,51,42,16999,2272,16999,0.6369924545288086,3.0,1
14521,1288,2016-08-28,7,0,79.9,14,3,52.0,0,0,0,0,1,1,2400000,2400000,2400000,42,1200,42,42,42,42,42,42,42,39,11,11,153,11,11,153,50,50,42,42,42,42,42,42,42,42,42,42,42,42,47,98,16999,134,16999,0.6392164826393127,5.0,0
14522,1288,2016-08-28,7,0,79.3,9,4,51.0,0,0,0,0,5,5,0,0,0,38,1200,38,38,38,38,38,38,38,42,388,462,5306,12,7,208,51,51,38,38,38,38,38,38,38,38,38,38,38,38,82,28,17003,6649,17003,0.6407907009124756,6.0,0
14523,1288,2016-08-28,7,0,79.0,11,3,52.0,0,0,0,0,2,2,0,0,0,40,1200,40,40,40,40,40,40,40,23,50,36,378,46,32,336,49,49,40,40,40,40,40,40,40,40,40,40,40,40,51,64,17001,437,17001,0.6352252960205078,2.0,1
14524,1288,2016-08-28,7,0,78.2,3,3,52.5,0,0,0,0,6,6,2400000,2400000,2400000,39,1200,39,39,39,39,39,39,39,29,59,74,758,27,35,327,49,49,39,39,39,39,39,39,39,39,39,39,39,39,86,29,17002,815,17002,0.6418774724006653,7.0,0
14525,1288,2016-08-28,7,0,78.0,12,2,52.0,0,0,0,0,0,0,0,0,0,42,1200,42,42,42,42,42,42,42,35,93,72,787,48,41,410,49,49,42,42,42,42,42,42,42,42,42,42,42,42,2,0,16999,1166,16999,0.6299920082092285,1.0,1
14526,1288,2016-08-28,7,0,77.6,6,4,57.0,0,0,2,0,9,0,26400000,0,0,48,1200,48,48,48,48,48,48,48,34,696,597,4499,59,40,415,52,52,48,48,48,48,48,48,48,48,48,48,48,48,101,386,16993,4134,16993,0.6761820316314697,14.0,0
14527,1288,2016-08-28,7,0,77.4,13,3,52.0,0,0,0,0,7,7,0,0,0,37,1200,37,37,37,37,37,37,37,53,308,305,4121,2,4,66,53,53,37,37,37,37,37,37,37,37,37,37,37,37,101,84,17004,13654,17004,0.6466253399848938,8.0,0
14528,1288,2016-08-28,7,0,77.3,4,3,56.0,0,0,2,2,13,12,41800000,41800000,39600000,46,1200,46,46,46,46,46,46,46,35,1302,975,6421,123,89,537,53,53,46,46,46,46,46,46,46,46,46,46,46,46,56,28,16995,5532,16995,0.6687589883804321,13.0,0
14529,1288,2016-08-28,7,0,77.1,7,4,52.5,1,1,6,4,20,12,83400000,67400000,51800000,43,1200,43,43,43,43,43,43,43,29,132,132,1810,40,40,517,51,51,43,43,43,43,43,43,43,43,43,43,43,43,120,36,16998,1831,16998,0.6663984060287476,12.0,0
14530,1288,2016-08-28,7,0,77.0,10,3,53.5,0,0,0,0,3,3,8700000,8700000,8700000,43,1200,43,43,43,43,43,43,43,27,196,206,2633,37,42,486,51,51,43,43,43,43,43,43,43,43,43,43,43,43,78,29,16998,2645,16998,0.646698534488678,9.0,0
14531,1288,2016-08-28,7,1,76.8,8,3,54.0,0,0,1,1,8,7,21000000,21000000,21000000,42,1200,42,42,42,42,42,42,42,50,2011,1846,13469,53,61,552,51,51,42,42,42,42,42,42,42,42,42,42,42,42,86,71,16999,10742,16999,0.6580735445022583,10.0,0
14532,1288,2016-08-28,7,1,76.4,5,3,52.0,0,0,0,0,3,3,0,0,0,38,1200,38,38,38,38,38,38,38,29,94,127,1578,13,15,252,52,52,38,38,38,38,38,38,38,38,38,38,38,38,99,36,17003,2993,17003,0.6371133923530579,4.0,0
14533,1288,2016-08-28,7,1,74.7,2,3,55.0,0,0,0,0,1,1,3300000,3300000,0,44,1200,44,44,44,44,44,44,44,24,166,146,1236,68,49,471,51,52,44,44,44,44,44,44,44,44,44,44,44,44,96,315,16997,1184,16997,0.6600300669670105,11.0,0
14555,1291,2016-08-28,4,0,64.9,7,4,52.0,1,0,0,0,19,7,24500000,0,0,21,1000,21,21,21,21,21,21,21,25,65,98,1291,33,39,537,52,52,21,21,21,21,21,21,21,21,21,21,21,21,101,35,17020,1184,17020,0.6198228597640991,6.0,0
14556,1291,2016-08-28,4,0,64.6,6,3,51.0,0,0,2,2,6,6,19200000,19200000,0,21,1000,21,21,21,21,21,21,21,27,196,206,2633,37,42,486,51,51,21,21,21,21,21,21,21,21,21,21,21,21,36,43,17020,2645,17020,0.6049998998641968,1.0,1
14557,1291,2016-08-28,4,0,64.3,1,3,51.5,0,0,2,2,9,9,19750000,19750000,7200000,26,1000,26,26,26,26,26,26,26,22,35,30,342,34,28,316,49,49,26,26,26,26,26,26,26,26,26,26,26,26,91,28,17015,437,17015,0.6189905405044556,5.0,0
14558,1291,2016-08-28,4,0,63.5,8,4,57.0,2,1,0,0,15,8,58680000,35200000,35200000,35,1000,35,35,35,35,35,35,35,29,132,132,1810,40,40,517,51,51,35,35,35,35,35,35,35,35,35,35,35,35,103,28,17006,1831,17006,0.6475265026092529,11.0,0
14559,1291,2016-08-28,4,0,63.5,9,4,52.0,2,2,0,0,18,12,46050000,44550000,1600000,22,1000,22,22,22,22,22,22,22,29,343,259,2438,9,15,126,52,52,22,22,22,22,22,22,22,22,22,22,22,22,98,28,17019,2993,17019,0.6217605471611023,7.0,0
14560,1291,2016-08-28,4,0,63.3,10,3,52.0,1,1,0,0,7,5,17800000,12800000,12800000,29,1000,29,29,29,29,29,29,29,27,67,74,1127,2,1,37,51,52,29,29,29,29,29,29,29,29,29,29,29,29,51,42,17012,2272,17012,0.6151900291442871,3.0,1
14561,1291,2016-08-28,4,0,63.3,2,4,53.0,1,1,0,0,10,10,15200000,15200000,4000000,27,1000,27,27,27,27,27,27,27,31,75,112,1798,4,1,96,52,52,27,27,27,27,27,27,27,27,27,27,27,27,82,50,17014,3376,17014,0.6258203387260437,8.0,0
14562,1291,2016-08-28,4,0,63.2,5,4,51.0,1,0,0,0,16,7,22850000,1600000,0,22,1000,22,22,22,22,22,22,22,28,0,1,16,0,1,16,49,49,22,22,22,22,22,22,22,22,22,22,22,22,40,14,17019,71,17019,0.6071710586547852,2.0,1
14563,1291,2016-08-28,4,1,63.1,4,3,51.0,1,1,1,1,5,5,33250000,33250000,0,28,1000,28,28,28,28,28,28,28,22,25,36,586,8,13,178,49,49,28,28,28,28,28,28,28,28,28,28,28,28,36,196,17013,815,17013,0.6161224842071533,4.0,0
14564,1291,2016-08-28,4,1,63.1,11,4,52.0,0,0,2,2,15,8,16250000,14050000,8800000,25,1000,25,25,25,25,25,25,25,35,1302,975,6421,123,89,537,53,53,25,25,25,25,25,25,25,25,25,25,25,25,47,35,17016,5532,17016,0.6259912848472595,9.0,0
14565,1291,2016-08-28,4,1,62.0,3,3,55.5,1,1,1,1,7,7,21600000,21600000,21600000,32,1000,32,32,32,32,32,32,32,36,181,215,2502,17,20,172,53,53,32,32,32,32,32,32,32,32,32,32,32,32,62,28,17009,6206,17009,0.6300870180130005,10.0,0
14587,1294,2016-08-28,1,0,65.5,4,2,54.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,50,2011,1846,13469,53,61,552,51,51,44,44,44,44,44,44,44,44,44,44,44,44,47,0,16997,10742,16997,0.6409446597099304,9.0,0
14588,1294,2016-08-28,1,0,64.5,1,2,54.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,27,161,177,1912,23,14,159,52,53,44,44,44,44,44,44,44,44,44,44,44,44,51,0,16997,2272,16997,0.6333712339401245,4.0,0
14589,1294,2016-08-28,1,0,64.5,6,2,54.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,23,50,36,378,46,32,336,49,49,44,44,44,44,44,44,44,44,44,44,44,44,73,0,16997,437,16997,0.6357002258300781,7.0,0
14590,1294,2016-08-28,1,0,63.9,11,2,50.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,25,16,17,280,14,17,252,49,49,44,44,44,44,44,44,44,44,44,44,44,44,99,0,16997,437,16997,0.633423388004303,5.0,0
14591,1294,2016-08-28,1,0,63.7,8,2,52.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,49,516,599,7401,7,19,284,52,52,44,44,44,44,44,44,44,44,44,44,44,44,2,0,16997,10742,16997,0.6323418021202087,3.0,1
14592,1294,2016-08-28,1,0,63.0,3,2,54.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,25,65,98,1291,33,39,537,52,52,44,44,44,44,44,44,44,44,44,44,44,44,113,0,16997,1184,16997,0.642378032207489,10.0,0
14593,1294,2016-08-28,1,0,62.9,10,2,54.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,29,94,127,1578,13,15,252,52,52,44,44,44,44,44,44,44,44,44,44,44,44,2,0,16997,2993,16997,0.6297246217727661,2.0,1
14594,1294,2016-08-28,1,0,62.9,7,2,55.0,0,0,0,0,1,1,8400000,8400000,8400000,44,1000,44,44,44,44,44,44,44,24,166,146,1236,68,49,471,51,52,44,44,44,44,44,44,44,44,44,44,44,44,93,28,16997,1184,16997,0.6438534259796143,11.0,0
14595,1294,2016-08-28,1,1,62.6,2,2,52.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,29,343,259,2438,9,15,126,52,52,44,44,44,44,44,44,44,44,44,44,44,44,96,0,16997,2993,16997,0.635451078414917,6.0,0
14596,1294,2016-08-28,1,1,62.6,9,2,53.0,0,0,0,0,1,1,8400000,8400000,8400000,44,1000,44,44,44,44,44,44,44,27,196,206,2633,37,42,486,51,51,44,44,44,44,44,44,44,44,44,44,44,44,70,35,16997,2645,16997,0.6399754881858826,8.0,0
14597,1294,2016-08-28,1,1,61.2,5,2,50.0,0,0,0,0,0,0,0,0,0,44,1000,44,44,44,44,44,44,44,22,1,1,35,1,1,35,48,48,44,44,44,44,44,44,44,44,44,44,44,44,90,0,16997,71,16997,0.6291478872299194,1.0,1
14627,1298,2016-09-03,10,0,77.8,6,6,54.5,4,0,0,0,40,11,154792000,4200000,0,44,1200,44,44,44,44,44,44,44,27,67,74,1134,2,1,44,51,52,44,44,44,44,44,44,44,44,44,44,44,44,50,48,17003,2278,17003,0.6702175140380859,9.0,0
14628,1298,2016-09-03,10,0,76.4,1,5,51.5,2,0,0,0,21,9,61950000,15800000,4800000,38,1200,38,38,38,38,38,38,38,28,196,208,2647,36,43,496,51,51,38,38,38,38,38,38,38,38,38,38,38,38,94,56,17009,2651,17009,0.6560878753662109,5.0,0
14629,1298,2016-09-03,10,0,76.4,10,5,52.5,0,0,0,0,8,8,0,0,0,44,1200,44,44,44,44,44,44,44,42,388,464,5312,12,9,214,51,51,44,44,44,44,44,44,44,44,44,44,44,44,98,34,17003,6655,17003,0.6603057384490967,6.0,0
14630,1298,2016-09-03,10,0,76.1,2,3,52.0,2,2,1,1,3,3,53200000,53200000,53200000,40,1200,40,40,40,40,40,40,40,25,65,99,1304,33,39,543,52,52,40,40,40,40,40,40,40,40,40,40,40,40,64,41,17007,1190,17007,0.6396443843841553,1.0,1
14631,1298,2016-09-03,10,0,76.0,5,3,51.0,2,2,1,1,10,10,43600000,43600000,42000000,37,1200,37,37,37,37,37,37,37,23,54,36,385,49,31,337,49,49,37,37,37,37,37,37,37,37,37,37,37,37,103,41,17010,443,17010,0.6435570120811462,3.0,1
14632,1298,2016-09-03,10,0,75.5,3,4,56.0,2,2,2,1,13,8,74900000,66850000,8400000,47,1200,47,47,47,47,47,47,47,35,84,73,569,63,63,419,53,53,47,47,47,47,47,47,47,47,47,47,47,47,80,63,17000,491,17000,0.6701632142066956,8.0,0
14633,1298,2016-09-03,10,0,75.2,7,3,52.5,2,2,0,0,3,3,50400000,50400000,50400000,44,1200,44,44,44,44,44,44,44,27,161,177,1919,22,14,159,52,53,44,44,44,44,44,44,44,44,44,44,44,44,54,49,17003,2278,17003,0.6429682970046997,2.0,1
14634,1298,2016-09-03,10,1,75.1,9,4,56.5,3,1,1,0,16,9,97320000,49400000,45000000,48,1200,48,48,48,48,48,48,48,28,49,54,1144,2,5,152,51,51,48,48,48,48,48,48,48,48,48,48,48,48,123,34,16999,2651,16999,0.6705927848815918,10.0,0
14635,1298,2016-09-03,10,1,75.0,4,3,52.5,3,3,2,1,9,8,98750000,93500000,27500000,44,1200,44,44,44,44,44,44,44,35,93,72,802,48,40,418,49,49,44,44,44,44,44,44,44,44,44,44,44,44,83,35,17003,1172,17003,0.6553341150283813,4.0,0
14636,1298,2016-09-03,10,1,74.7,8,4,55.0,3,1,1,0,9,2,94750000,37950000,0,49,1200,49,49,49,49,49,49,49,29,60,74,770,26,34,332,49,49,49,49,49,49,49,49,49,49,49,49,49,49,26,293,16998,821,16998,0.664912223815918,7.0,0
14669,1302,2016-09-03,6,0,64.7,4,3,54.0,1,1,0,0,5,5,14200000,14200000,14200000,30,1000,30,30,30,30,30,30,30,29,132,133,1823,40,40,519,51,51,30,30,30,30,30,30,30,30,30,30,30,30,71,48,17017,1837,17017,0.626008927822113,6.0,0
14670,1302,2016-09-03,6,0,63.9,6,3,52.5,1,1,0,0,5,5,26400000,26400000,26400000,27,1000,27,27,27,27,27,27,27,39,11,11,164,11,11,164,50,50,27,27,27,27,27,27,27,27,27,27,27,27,98,20,17020,140,17020,0.6186825037002563,4.0,0
14671,1302,2016-09-03,6,0,63.6,9,4,54.0,1,0,2,0,19,8,37650000,3600000,3600000,30,1000,30,30,30,30,30,30,30,28,196,208,2647,36,43,496,51,51,30,30,30,30,30,30,30,30,30,30,30,30,96,42,17017,2651,17017,0.6375263929367065,8.0,0
14672,1302,2016-09-03,6,0,63.6,5,4,53.0,1,0,1,0,17,10,36600000,9600000,5600000,24,1000,24,24,24,24,24,24,24,29,94,128,1583,13,15,255,52,52,24,24,24,24,24,24,24,24,24,24,24,24,103,34,17023,2999,17023,0.6261829733848572,7.0,0
14673,1302,2016-09-03,6,0,63.6,3,3,52.5,1,1,0,0,4,4,22400000,22400000,22400000,27,1000,27,27,27,27,27,27,27,50,2011,1846,13475,50,61,548,51,51,27,27,27,27,27,27,27,27,27,27,27,27,37,34,17020,10748,17020,0.6187772154808044,5.0,0
14674,1302,2016-09-03,6,0,63.2,8,4,56.5,0,0,4,3,24,13,53150000,36400000,4000000,31,1000,31,31,31,31,31,31,31,29,60,74,770,26,34,332,49,49,31,31,31,31,31,31,31,31,31,31,31,31,61,83,17016,821,17016,0.6441598534584045,9.0,0
14675,1302,2016-09-03,6,1,63.2,7,4,52.0,1,0,1,0,20,14,34400000,8800000,3200000,21,1000,21,21,21,21,21,21,21,28,49,54,1144,2,5,152,51,51,21,21,21,21,21,21,21,21,21,21,21,21,16,14,17026,2651,17026,0.6146994233131409,2.0,1
14676,1302,2016-09-03,6,1,62.9,2,3,52.0,1,1,0,0,5,5,30250000,30250000,0,23,1000,23,23,23,23,23,23,23,35,84,73,569,63,63,419,53,53,23,23,23,23,23,23,23,23,23,23,23,23,66,42,17024,491,17024,0.6141613125801086,1.0,1
14677,1302,2016-09-03,6,1,62.9,1,4,51.0,0,0,0,0,18,13,17300000,14800000,10400000,21,1000,21,21,21,21,21,21,21,22,27,36,593,10,13,178,49,49,21,21,21,21,21,21,21,21,21,21,21,21,59,20,17026,821,17026,0.6150716543197632,3.0,1
14686,1304,2016-09-03,4,0,87.1,2,4,56.0,0,0,0,0,22,9,4500000,1000000,1000000,0,1300,0,0,0,0,0,0,0,37,115,139,3036,4,5,103,52,52,0,0,0,0,0,0,0,0,0,0,0,0,96,21,17047,4476,17047,0.591397225856781,1.0,1
14687,1304,2016-09-03,4,0,86.2,3,4,56.0,0,0,0,0,6,6,3500000,3500000,1000000,44,1300,44,44,44,44,44,44,44,28,49,54,1144,2,5,152,51,51,44,44,44,44,44,44,44,44,44,44,44,44,67,21,17003,2651,17003,0.6528719663619995,5.0,0
14688,1304,2016-09-03,4,0,85.8,7,3,56.0,0,0,0,0,4,4,2000000,2000000,2000000,44,1300,44,44,44,44,44,44,44,29,60,74,770,26,34,332,49,49,44,44,44,44,44,44,44,44,44,44,44,44,60,118,17003,821,17003,0.653144359588623,6.0,0
14689,1304,2016-09-03,4,0,85.2,4,3,56.0,0,0,0,0,7,7,2000000,2000000,2000000,44,1300,44,44,44,44,44,44,44,39,11,11,164,11,11,164,50,50,44,44,44,44,44,44,44,44,44,44,44,44,39,20,17003,140,17003,0.6514930725097656,3.0,1
14690,1304,2016-09-03,4,0,84.9,6,3,54.0,0,0,1,1,7,7,9400000,9400000,9400000,44,1300,44,44,44,44,44,44,44,27,67,74,1134,2,1,44,51,52,44,44,44,44,44,44,44,44,44,44,44,44,37,62,17003,2278,17003,0.6478555202484131,2.0,1
14691,1304,2016-09-03,4,1,84.6,5,3,56.0,0,0,0,0,6,6,3600000,3600000,3600000,44,1300,44,44,44,44,44,44,44,25,65,99,1304,33,39,543,52,52,44,44,44,44,44,44,44,44,44,44,44,44,55,90,17003,1190,17003,0.6563612818717957,7.0,0
14692,1304,2016-09-03,4,1,82.9,1,3,55.0,0,0,0,0,5,5,8200000,8200000,8200000,44,1300,44,44,44,44,44,44,44,23,54,36,385,49,31,337,49,49,44,44,44,44,44,44,44,44,44,44,44,44,98,14,17003,443,17003,0.652288019657135,4.0,0
14693,1304,2016-09-03,4,1,82.3,8,3,57.0,0,0,0,0,6,6,8400000,8400000,8400000,44,1300,44,44,44,44,44,44,44,35,84,73,569,63,63,419,53,53,44,44,44,44,44,44,44,44,44,44,44,44,95,42,17003,491,17003,0.6617786884307861,8.0,0
14754,1311,2016-09-04,8,0,80.0,10,3,51.5,1,1,1,1,9,8,63000000,63000000,13500000,53,1200,53,53,53,53,53,53,53,23,54,36,385,49,31,337,49,49,53,53,53,53,53,53,53,53,53,53,53,53,36,63,16995,444,16995,0.6633997559547424,4.0,0
14755,1311,2016-09-04,8,0,79.1,4,3,51.0,0,0,3,3,9,9,43400000,43400000,12600000,51,1200,51,51,51,51,51,51,51,28,0,2,23,0,2,23,49,49,51,51,51,51,51,51,51,51,51,51,51,51,52,35,16997,78,16997,0.6577116250991821,1.0,1
14756,1311,2016-09-04,8,0,77.4,2,4,54.5,1,1,1,0,16,6,82550000,44600000,33600000,59,1200,59,59,59,59,59,59,59,49,516,599,7407,7,19,279,52,52,59,59,59,59,59,59,59,59,59,59,59,59,87,22,16989,10749,16989,0.68622887134552,11.0,0
14757,1311,2016-09-04,8,0,76.7,13,4,56.5,2,0,1,0,9,6,105700000,25400000,3000000,63,1200,63,63,63,63,63,63,63,41,282,283,2444,34,35,232,53,53,63,63,63,63,63,63,63,63,63,63,63,63,85,183,16985,6656,16985,0.6980042457580566,14.0,0
14758,1311,2016-09-04,8,0,76.3,5,2,51.0,1,1,0,0,1,1,33600000,33600000,33600000,53,1200,53,53,53,53,53,53,53,29,132,133,1823,40,40,519,51,51,53,53,53,53,53,53,53,53,53,53,53,53,112,22,16995,1838,16995,0.6601254940032959,2.0,1
14759,1311,2016-09-04,8,0,75.7,9,4,57.0,1,1,3,1,15,8,111050000,68250000,13500000,64,1200,64,64,64,64,64,64,64,29,345,259,2452,11,15,140,52,52,64,64,64,64,64,64,64,64,64,64,64,64,81,71,16984,3000,16984,0.6940196752548218,13.0,0
14760,1311,2016-09-04,8,0,75.6,3,3,52.5,1,1,2,2,11,11,74700000,74700000,60750000,55,1200,55,55,55,55,55,55,55,34,697,597,4508,60,40,423,52,52,55,55,55,55,55,55,55,55,55,55,55,55,60,15,16993,4141,16993,0.6753928661346436,7.0,0
14761,1311,2016-09-04,8,0,75.3,7,3,52.0,1,1,0,0,9,9,42250000,42250000,3750000,51,1200,51,51,51,51,51,51,51,25,65,99,1304,33,39,543,52,52,51,51,51,51,51,51,51,51,51,51,51,51,68,36,16997,1191,16997,0.666377067565918,5.0,0
14762,1311,2016-09-04,8,0,75.1,11,4,53.0,2,2,0,0,13,9,88150000,78250000,48000000,56,1200,56,56,56,56,56,56,56,28,196,208,2647,36,43,496,51,51,56,56,56,56,56,56,56,56,56,56,56,56,45,50,16992,2652,16992,0.677375316619873,8.0,0
14763,1311,2016-09-04,8,0,74.7,6,3,54.5,2,2,0,0,8,8,81800000,81800000,48750000,59,1200,59,59,59,59,59,59,59,35,93,72,802,48,40,418,49,49,59,59,59,59,59,59,59,59,59,59,59,59,106,35,16989,1173,16989,0.6840959787368774,9.0,0
14764,1311,2016-09-04,8,0,74.4,14,3,52.0,1,1,0,0,7,7,44400000,44400000,44400000,53,1200,53,53,53,53,53,53,53,33,265,266,2989,36,32,407,52,52,53,53,53,53,53,53,53,53,53,53,53,53,101,35,16995,3000,16995,0.670406699180603,6.0,0
14765,1311,2016-09-04,8,1,74.0,12,3,52.0,1,1,0,0,4,4,33550000,33550000,0,51,1200,51,51,51,51,51,51,51,35,84,73,569,63,63,419,53,53,51,51,51,51,51,51,51,51,51,51,51,51,57,36,16997,492,16997,0.6616925001144409,3.0,1
14766,1311,2016-09-04,8,1,73.9,8,3,53.0,1,1,3,3,10,10,109400000,109400000,87000000,60,1200,60,60,60,60,60,60,60,39,11,11,164,11,11,164,50,50,60,60,60,60,60,60,60,60,60,60,60,60,109,50,16988,141,16988,0.6854438185691833,10.0,0
14767,1311,2016-09-04,8,1,73.9,1,4,56.5,2,2,1,1,13,7,93050000,91050000,53100000,65,1200,65,65,65,65,65,65,65,22,35,32,350,34,30,320,49,49,65,65,65,65,65,65,65,65,65,65,65,65,51,36,16983,444,16983,0.6895099878311157,12.0,0
14782,1313,2016-09-04,6,0,84.7,6,3,53.0,0,0,1,1,8,8,14800000,14800000,0,39,1300,39,39,39,39,39,39,39,39,11,11,164,11,11,164,50,50,39,39,39,39,39,39,39,39,39,39,39,39,82,21,17009,141,17009,0.6458633542060852,5.0,0
