,race,rcDate,rcNo,ord,rcTime,chulNo,age,wgBudam,ord1CntT,ord1CntY,ord2CntT,ord2CntY,rcCntT,rcCntY,chaksunT,chaksunY,chaksun_6m,rating,rcDist,trAge,ord1CntT_tr,ord2CntT_tr,rcCntT_tr,ord1CntY_tr,ord2CntY_tr,rcCntY_tr,age_jk,ord1CntT_jk,ord2CntT_jk,rcCntT_jk,ord1CntY_jk,ord2CntY_jk,rcCntY_jk,wg_Budam_jk,wg_Budam_others_jk,num_own,num_reg,num_cancel,chaksunT_ow,chaksunY_ow,ord1CntT_ow,ord2CntT_ow,ord3CntT_ow,rcCntT_ow,ord1CntY_ow,ord2CntY_ow,ord3CntY_ow,rcCntY_ow,from_recentRcDate,from_trDebut,from_jkDebut,from_owRegister,pred,pred_rank,pred_ona
111,11,2015-07-04,3,0,79.1,1,2,54.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,36,645,605,5291,58,51,416,53,53,44,44,44,44,44,44,44,44,44,44,44,44,57,0,16576,5111,16576,0.6287702322006226,7.0,0
112,11,2015-07-04,3,0,79.0,11,3,55.0,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,27,101,93,1270,29,31,324,52,52,44,44,44,44,44,44,44,44,44,44,44,44,116,34,16576,2572,16576,0.6364116668701172,11.0,0
113,11,2015-07-04,3,0,78.7,10,3,55.0,0,0,0,0,2,2,0,0,0,44,1300,44,44,44,44,44,44,44,40,230,273,4097,4,8,168,52,52,44,44,44,44,44,44,44,44,44,44,44,44,42,27,16576,7308,16576,0.6308678388595581,9.0,0
114,11,2015-07-04,3,0,78.7,5,3,55.0,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,36,119,126,1980,2,1,83,53,53,44,44,44,44,44,44,44,44,44,44,44,44,57,42,16576,5111,16576,0.6302953958511353,8.0,0
115,11,2015-07-04,3,0,78.7,8,3,53.0,0,0,0,0,7,7,0,0,0,0,1300,0,0,0,0,0,0,0,35,136,150,2214,11,12,183,53,53,0,0,0,0,0,0,0,0,0,0,0,0,4,13,16620,5111,16620,0.5559255480766296,2.0,1
116,11,2015-07-04,3,0,78.4,4,3,53.0,0,0,0,0,4,4,0,0,0,0,1300,0,0,0,0,0,0,0,38,35,44,1044,0,1,33,52,52,0,0,0,0,0,0,0,0,0,0,0,0,71,28,16620,4677,16620,0.557668149471283,3.0,1
117,11,2015-07-04,3,0,77.9,2,3,53.0,0,0,0,0,1,1,0,0,0,0,1300,0,0,0,0,0,0,0,49,1945,1775,12824,64,57,572,51,51,0,0,0,0,0,0,0,0,0,0,0,0,111,42,16620,10321,16620,0.5657190084457397,5.0,0
118,11,2015-07-04,3,0,77.6,9,3,53.0,0,0,0,0,5,5,1500000,1500000,1500000,44,1300,44,44,44,44,44,44,44,28,28,34,381,28,34,378,49,49,44,44,44,44,44,44,44,44,44,44,44,44,118,27,16576,394,16576,0.639354407787323,12.0,0
119,11,2015-07-04,3,0,77.6,6,3,53.0,0,0,0,0,3,3,0,0,0,44,1300,44,44,44,44,44,44,44,28,89,85,1216,36,27,487,51,51,44,44,44,44,44,44,44,44,44,44,44,44,60,28,16576,1410,16576,0.6329463124275208,10.0,0
120,11,2015-07-04,3,1,76.9,12,2,54.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,26,136,157,1710,45,52,407,52,53,44,44,44,44,44,44,44,44,44,44,44,44,73,0,16576,1851,16576,0.6280487775802612,6.0,0
121,11,2015-07-04,3,1,76.7,3,3,55.0,0,0,0,0,2,2,0,0,0,0,1300,0,0,0,0,0,0,0,24,66,52,947,16,26,416,52,52,0,0,0,0,0,0,0,0,0,0,0,0,39,56,16620,1122,16620,0.5555453896522522,1.0,1
122,11,2015-07-04,3,1,76.6,7,3,55.0,0,0,1,1,3,3,5250000,5250000,5250000,0,1300,0,0,0,0,0,0,0,23,86,87,681,30,37,252,51,52,0,0,0,0,0,0,0,0,0,0,0,0,94,63,16620,763,16620,0.5611554980278015,4.0,0
123,12,2015-07-04,2,0,64.5,5,2,52.0,0,0,0,0,0,0,0,0,0,44,1200,44,44,44,44,44,44,44,24,30,54,716,23,31,418,49,49,44,44,44,44,44,44,44,44,44,44,44,44,67,0,16576,763,16576,0.6218577027320862,4.0,0
124,12,2015-07-04,2,0,64.2,1,3,53.0,0,0,0,0,1,1,0,0,0,44,1200,44,44,44,44,44,44,44,41,248,257,3033,7,3,90,53,53,44,44,44,44,44,44,44,44,44,44,44,44,38,42,16576,7308,16576,0.6268190145492554,7.0,0
125,12,2015-07-04,2,0,64.1,9,3,55.0,0,0,0,0,2,2,0,0,0,0,1200,0,0,0,0,0,0,0,37,77,122,2101,3,3,109,52,52,0,0,0,0,0,0,0,0,0,0,0,0,59,34,16620,6228,16620,0.5550417900085449,2.0,1
126,12,2015-07-04,2,0,63.9,6,2,54.0,0,0,0,0,1,1,0,0,0,44,1200,44,44,44,44,44,44,44,24,66,52,947,16,26,416,52,52,44,44,44,44,44,44,44,44,44,44,44,44,43,28,16576,1122,16576,0.6245052814483643,6.0,0
127,12,2015-07-04,2,0,63.6,10,2,54.0,0,0,0,0,1,1,0,0,0,44,1200,44,44,44,44,44,44,44,34,1157,864,5803,173,121,647,53,53,44,44,44,44,44,44,44,44,44,44,44,44,104,28,16576,5111,16576,0.6397061347961426,10.0,0
128,12,2015-07-04,2,0,63.3,3,3,53.0,0,0,0,0,0,0,0,0,0,44,1200,44,44,44,44,44,44,44,49,1945,1775,12824,64,57,572,51,51,44,44,44,44,44,44,44,44,44,44,44,44,112,0,16576,10321,16576,0.6366046667098999,9.0,0
129,12,2015-07-04,2,0,62.8,4,2,53.0,0,0,0,0,0,0,0,0,0,44,1200,44,44,44,44,44,44,44,23,86,87,681,30,37,252,51,52,44,44,44,44,44,44,44,44,44,44,44,44,63,0,16576,763,16576,0.6220492720603943,5.0,0
130,12,2015-07-04,2,1,62.3,7,3,53.0,0,0,0,0,1,1,1200000,1200000,0,0,1200,0,0,0,0,0,0,0,34,42,27,339,20,11,152,49,49,0,0,0,0,0,0,0,0,0,0,0,0,5,321,16620,745,16620,0.5571545362472534,3.0,1
131,12,2015-07-04,2,1,61.8,8,3,55.0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,45,347,341,4123,3,3,118,52,52,0,0,0,0,0,0,0,0,0,0,0,0,61,0,16620,9164,16620,0.5529362559318542,1.0,1
132,12,2015-07-04,2,1,61.8,2,3,55.0,0,0,0,0,2,2,0,0,0,44,1200,44,44,44,44,44,44,44,26,153,158,2069,42,30,486,51,51,44,44,44,44,44,44,44,44,44,44,44,44,76,41,16576,2224,16576,0.6337651610374451,8.0,0
155,15,2015-07-05,9,0,114.0,6,4,56.5,3,1,1,0,9,3,110900000,34650000,0,96,1700,96,96,96,96,96,96,96,37,575,562,4625,61,55,398,53,53,96,96,96,96,96,96,96,96,96,96,96,96,102,35,16525,6229,16525,0.737959623336792,8.0,0
156,15,2015-07-05,9,0,111.6,4,5,54.0,2,0,0,0,9,2,75673000,0,0,91,1700,91,91,91,91,91,91,91,24,66,52,947,16,26,416,52,52,91,91,91,91,91,91,91,91,91,91,91,91,58,28,16530,1123,16530,0.7207812666893005,2.0,1
157,15,2015-07-05,9,0,110.7,8,4,52.5,1,0,4,1,16,9,104170000,30810000,5400000,90,1700,90,90,90,90,90,90,90,24,30,54,716,23,31,418,49,49,90,90,90,90,90,90,90,90,90,90,90,90,95,28,16531,764,16531,0.7267110347747803,5.0,0
158,15,2015-07-05,9,0,110.2,7,3,56.0,3,3,2,2,9,9,144160000,144160000,18900000,95,1700,95,95,95,95,95,95,95,33,7,5,65,7,5,65,53,53,95,95,95,95,95,95,95,95,95,95,95,95,106,42,16526,65,16526,0.7340894937515259,7.0,0
159,15,2015-07-05,9,0,110.0,9,4,53.0,4,2,3,2,23,12,199340000,134970000,81000000,89,1700,89,89,89,89,89,89,89,26,153,158,2069,42,30,486,51,51,89,89,89,89,89,89,89,89,89,89,89,89,87,22,16532,2225,16532,0.731421947479248,6.0,0
160,15,2015-07-05,9,0,109.9,10,5,52.0,3,0,2,1,22,7,118484000,25650000,3600000,81,1700,81,81,81,81,81,81,81,29,167,166,2223,52,58,573,52,52,81,81,81,81,81,81,81,81,81,81,81,81,39,29,16540,2956,16540,0.7137171030044556,1.0,1
161,15,2015-07-05,9,0,109.5,2,3,57.0,5,5,1,1,8,8,205730000,205730000,178230000,97,1700,97,97,97,97,97,97,97,49,1945,1775,12824,64,57,572,51,51,97,97,97,97,97,97,97,97,97,97,97,97,73,28,16524,10322,16524,0.7408996820449829,9.0,0
162,15,2015-07-05,9,1,109.5,1,5,54.0,5,4,1,0,9,6,161220000,132000000,84150000,91,1700,91,91,91,91,91,91,91,26,136,157,1710,45,52,407,52,53,91,91,91,91,91,91,91,91,91,91,91,91,60,49,16530,1852,16530,0.7266517877578735,4.0,0
163,15,2015-07-05,9,1,109.2,5,4,54.0,2,0,1,0,12,4,82850000,0,0,91,1700,91,91,91,91,91,91,91,23,86,87,681,30,37,252,51,52,91,91,91,91,91,91,91,91,91,91,91,91,128,29,16530,764,16530,0.7263784408569336,3.0,1
164,15,2015-07-05,9,1,108.3,3,3,57.5,3,2,2,2,8,7,160840000,133340000,57960000,98,1700,98,98,98,98,98,98,98,34,1157,864,5803,173,121,647,53,53,98,98,98,98,98,98,98,98,98,98,98,98,115,42,16523,5112,16523,0.7492160797119141,10.0,0
196,19,2015-07-05,5,0,91.7,9,4,53.5,2,2,1,0,20,14,64860000,58560000,4200000,53,1400,53,53,53,53,53,53,53,38,25,50,920,0,3,90,48,48,53,53,53,53,53,53,53,53,53,53,53,53,43,57,16568,5112,16568,0.6648896932601929,4.0,0
197,19,2015-07-05,5,0,90.5,4,4,52.5,1,1,2,2,16,10,43250000,38450000,5500000,51,1400,51,51,51,51,51,51,51,28,89,85,1216,36,27,487,51,51,51,51,51,51,51,51,51,51,51,51,51,51,65,28,16570,1411,16570,0.6590561866760254,3.0,1
198,19,2015-07-05,5,0,89.2,3,4,55.0,1,1,4,1,19,9,78730000,43800000,41800000,56,1400,56,56,56,56,56,56,56,26,136,157,1710,45,52,407,52,53,56,56,56,56,56,56,56,56,56,56,56,56,93,36,16565,1852,16565,0.6725896596908569,7.0,0
199,19,2015-07-05,5,0,89.0,2,4,57.0,1,1,5,5,17,11,85640000,81440000,51500000,60,1400,60,60,60,60,60,60,60,36,119,126,1980,2,1,83,53,53,60,60,60,60,60,60,60,60,60,60,60,60,38,42,16561,5112,16561,0.6749497652053833,9.0,0
200,19,2015-07-05,5,0,88.8,8,4,51.0,0,0,1,0,15,8,39660000,18160000,7800000,48,1400,48,48,48,48,48,48,48,26,46,44,852,16,14,295,51,51,48,48,48,48,48,48,48,48,48,48,48,48,115,29,16573,1123,16573,0.6530758738517761,2.0,1
201,19,2015-07-05,5,0,88.7,11,5,55.5,3,1,1,0,17,8,96801000,49460000,33460000,57,1400,57,57,57,57,57,57,57,49,1945,1775,12824,64,57,572,51,51,57,57,57,57,57,57,57,57,57,57,57,57,35,42,16564,10322,16564,0.6755416989326477,10.0,0
202,19,2015-07-05,5,0,88.7,7,4,51.0,1,0,1,1,12,7,41290000,20590000,5500000,47,1400,47,47,47,47,47,47,47,45,347,341,4123,3,3,118,52,52,47,47,47,47,47,47,47,47,47,47,47,47,61,22,16574,9165,16574,0.6464653015136719,1.0,1
203,19,2015-07-05,5,0,88.2,12,4,56.0,2,2,1,1,11,9,62220000,61020000,36300000,58,1400,58,58,58,58,58,58,58,48,657,693,6190,11,22,184,54,54,58,58,58,58,58,58,58,58,58,58,58,58,109,63,16563,9956,16563,0.6785488128662109,11.0,0
204,19,2015-07-05,5,0,88.2,1,5,52.5,2,1,3,0,26,12,90045000,40740000,30250000,51,1400,51,51,51,51,51,51,51,37,77,122,2101,3,3,109,52,52,51,51,51,51,51,51,51,51,51,51,51,51,81,36,16570,6229,16570,0.6670519709587097,5.0,0
205,19,2015-07-05,5,1,88.1,6,4,56.0,2,1,3,2,17,10,82970000,53520000,30250000,58,1400,58,58,58,58,58,58,58,27,101,93,1270,29,31,324,52,52,58,58,58,58,58,58,58,58,58,58,58,58,67,42,16563,2573,16563,0.6735939979553223,8.0,0
206,19,2015-07-05,5,1,87.9,5,3,55.0,3,3,2,2,6,6,87950000,87950000,87950000,56,1400,56,56,56,56,56,56,56,34,1157,864,5803,173,121,647,53,53,56,56,56,56,56,56,56,56,56,56,56,56,99,29,16565,5112,16565,0.67091965675354,6.0,0
207,19,2015-07-05,5,1,87.8,10,5,56.5,2,0,2,0,28,9,83068000,3780000,0,59,1400,59,59,59,59,59,59,59,23,86,87,681,30,37,252,51,52,59,59,59,59,59,59,59,59,59,59,59,59,79,29,16562,764,16562,0.6803923845291138,12.0,0
219,21,2015-07-05,3,0,83.9,13,3,54.0,1,1,0,0,4,4,16350000,16350000,16350000,26,1300,26,26,26,26,26,26,26,48,657,693,6190,11,22,184,54,54,26,26,26,26,26,26,26,26,26,26,26,26,73,28,16595,9956,16595,0.6079229116439819,7.0,0
220,21,2015-07-05,3,0,83.8,8,3,54.0,1,1,0,0,8,8,20980000,20980000,1480000,26,1300,26,26,26,26,26,26,26,27,101,93,1270,29,31,324,52,52,26,26,26,26,26,26,26,26,26,26,26,26,5,42,16595,2573,16595,0.6038247346878052,2.0,1
221,21,2015-07-05,3,0,82.9,6,4,56.0,1,1,1,1,9,5,34700000,25100000,8600000,30,1300,30,30,30,30,30,30,30,34,42,27,339,20,11,152,49,49,30,30,30,30,30,30,30,30,30,30,30,30,76,35,16591,746,16591,0.6166043281555176,10.0,0
222,21,2015-07-05,3,0,82.9,12,3,54.5,0,0,2,2,8,8,13800000,13800000,12000000,27,1300,27,27,27,27,27,27,27,36,111,133,2917,1,1,177,52,52,27,27,27,27,27,27,27,27,27,27,27,27,123,21,16594,4050,16594,0.6153838038444519,8.0,0
223,21,2015-07-05,3,0,82.8,9,4,55.5,1,0,1,1,13,8,37580000,19280000,11880000,29,1300,29,29,29,29,29,29,29,34,1157,864,5803,173,121,647,53,53,29,29,29,29,29,29,29,29,29,29,29,29,18,28,16592,5112,16592,0.6243281364440918,13.0,0
224,21,2015-07-05,3,0,82.8,10,3,55.5,0,0,2,2,10,10,23850000,23850000,16350000,29,1300,29,29,29,29,29,29,29,37,575,562,4625,61,55,398,53,53,29,29,29,29,29,29,29,29,29,29,29,29,110,29,16592,6229,16592,0.626401960849762,14.0,0
225,21,2015-07-05,3,0,82.6,11,3,53.0,0,0,3,3,10,10,26600000,26600000,20300000,30,1300,30,30,30,30,30,30,30,21,12,22,361,12,22,361,49,49,30,30,30,30,30,30,30,30,30,30,30,30,81,21,16591,395,16591,0.6158900260925293,9.0,0
226,21,2015-07-05,3,0,82.5,14,3,54.0,0,0,1,1,8,8,16250000,16250000,16250000,28,1300,28,28,28,28,28,28,28,23,32,24,411,7,7,143,52,52,28,28,28,28,28,28,28,28,28,28,28,28,38,29,16593,764,16593,0.6065536737442017,6.0,0
227,21,2015-07-05,3,0,82.4,2,3,53.0,0,0,2,2,6,6,14400000,14400000,14400000,24,1300,24,24,24,24,24,24,24,27,1,1,102,1,1,102,51,51,24,24,24,24,24,24,24,24,24,24,24,24,110,28,16597,95,16597,0.6025842428207397,1.0,1
228,21,2015-07-05,3,0,82.3,1,3,54.5,1,1,0,0,7,7,16450000,16450000,16450000,27,1300,27,27,27,27,27,27,27,28,89,85,1216,36,27,487,51,51,27,27,27,27,27,27,27,27,27,27,27,27,15,15,16594,1411,16594,0.6055739521980286,4.0,0
229,21,2015-07-05,3,0,82.3,4,3,53.5,0,0,2,2,9,9,15800000,15800000,15800000,25,1300,25,25,25,25,25,25,25,41,64,77,1535,2,6,93,52,52,25,25,25,25,25,25,25,25,25,25,25,25,38,28,16596,6973,16596,0.6058273315429688,5.0,0
230,21,2015-07-05,3,1,81.7,7,3,54.0,0,0,2,2,10,10,15000000,15000000,0,26,1300,26,26,26,26,26,26,26,33,7,5,65,7,5,65,53,53,26,26,26,26,26,26,26,26,26,26,26,26,4,35,16595,65,16595,0.6045303344726562,3.0,1
231,21,2015-07-05,3,1,81.0,3,4,55.0,1,0,0,0,14,6,38960000,8680000,7200000,28,1300,28,28,28,28,28,28,28,26,153,158,2069,42,30,486,51,51,28,28,28,28,28,28,28,28,28,28,28,28,99,29,16593,2225,16593,0.619874119758606,12.0,0
232,21,2015-07-05,3,1,81.0,5,3,55.0,0,0,1,1,11,11,21300000,21300000,7200000,28,1300,28,28,28,28,28,28,28,45,347,341,4123,3,3,118,52,52,28,28,28,28,28,28,28,28,28,28,28,28,67,21,16593,9165,16593,0.6182886362075806,11.0,0
285,27,2015-07-11,10,0,88.4,4,4,56.0,0,0,3,1,12,4,65170000,29550000,0,78,1400,78,78,78,78,78,78,78,41,248,257,3037,7,3,92,53,53,78,78,78,78,78,78,78,78,78,78,78,78,26,203,16549,7315,16549,0.7026939392089844,8.0,0
286,27,2015-07-11,10,0,88.0,2,4,53.5,3,0,1,1,12,5,109850000,14700000,14700000,73,1400,73,73,73,73,73,73,73,23,89,89,694,29,38,259,51,52,73,73,73,73,73,73,73,73,73,73,73,73,97,49,16554,770,16554,0.6920986175537109,1.0,1
287,27,2015-07-11,10,0,88.0,7,3,54.5,1,1,1,1,4,4,50730000,50730000,13230000,75,1400,75,75,75,75,75,75,75,49,1946,1775,12839,65,57,587,51,51,75,75,75,75,75,75,75,75,75,75,75,75,40,168,16552,10328,16552,0.6974645853042603,5.0,0
288,27,2015-07-11,10,0,87.9,3,3,55.5,3,3,0,0,9,9,95500000,95500000,38500000,77,1400,77,77,77,77,77,77,77,29,168,169,2237,52,61,580,52,52,77,77,77,77,77,77,77,77,77,77,77,77,49,35,16550,2962,16550,0.7006767988204956,6.0,0
289,27,2015-07-11,10,0,87.8,9,6,52.5,2,0,0,0,32,10,85500500,13580000,13580000,71,1400,71,71,71,71,71,71,71,45,348,343,4131,4,5,124,52,52,71,71,71,71,71,71,71,71,71,71,71,71,51,27,16556,9171,16556,0.7014341354370117,7.0,0
290,27,2015-07-11,10,0,87.1,5,3,54.5,1,1,1,1,7,7,52600000,52600000,12600000,75,1400,75,75,75,75,75,75,75,36,645,606,5297,57,51,415,53,53,75,75,75,75,75,75,75,75,75,75,75,75,76,27,16552,5118,16552,0.6963956356048584,4.0,0
291,27,2015-07-11,10,1,87.1,8,4,53.5,2,1,0,0,9,5,61130000,30020000,2520000,73,1400,73,73,73,73,73,73,73,48,505,578,7056,15,16,368,52,52,73,73,73,73,73,73,73,73,73,73,73,73,79,27,16554,10328,16554,0.693848729133606,2.0,1
292,27,2015-07-11,10,1,86.6,1,3,52.0,1,1,1,1,9,9,77600000,77600000,70600000,70,1400,70,70,70,70,70,70,70,34,1162,868,5820,176,120,650,53,53,70,70,70,70,70,70,70,70,70,70,70,70,79,20,16557,5118,16557,0.6940810680389404,3.0,1
293,27,2015-07-11,10,1,86.5,6,5,57.0,0,0,7,3,31,11,134190000,60590000,39200000,80,1400,80,80,80,80,80,80,80,36,100,135,1527,5,6,66,54,54,80,80,80,80,80,80,80,80,80,80,80,80,78,27,16547,5792,16547,0.7186523079872131,9.0,0
357,34,2015-07-11,3,0,62.3,3,4,51.0,0,0,2,2,19,13,20080000,20080000,0,23,1300,23,23,23,23,23,23,23,23,0,0,0,0,0,0,50,50,23,23,23,23,23,23,23,23,23,23,23,23,117,20,16604,23,16604,0.6119881868362427,3.0,1
358,34,2015-07-11,3,0,62.3,6,5,51.0,0,0,0,0,37,15,34812000,19980000,9180000,25,1300,25,25,25,25,25,25,25,28,28,34,389,28,34,383,49,49,25,25,25,25,25,25,25,25,25,25,25,25,112,20,16602,401,16602,0.6309088468551636,9.0,0
359,34,2015-07-11,3,0,61.9,4,3,56.0,1,1,3,3,10,10,44600000,44600000,38300000,32,1300,32,32,32,32,32,32,32,33,11,5,76,11,5,76,53,53,32,32,32,32,32,32,32,32,32,32,32,32,4,28,16595,71,16595,0.6161789298057556,5.0,0
360,34,2015-07-11,3,0,61.7,8,3,52.0,1,1,1,1,7,7,24400000,24400000,23200000,30,1300,30,30,30,30,30,30,30,21,12,22,369,12,22,363,49,49,30,30,30,30,30,30,30,30,30,30,30,30,38,28,16597,401,16597,0.6075432300567627,1.0,1
361,34,2015-07-11,3,0,61.7,1,3,53.5,0,0,1,1,10,10,15250000,15250000,12250000,27,1300,27,27,27,27,27,27,27,26,154,159,2083,43,31,494,51,51,27,27,27,27,27,27,27,27,27,27,27,27,85,62,16600,2231,16600,0.6172582507133484,6.0,0
362,34,2015-07-11,3,0,61.5,7,4,57.0,2,1,0,0,11,3,53300000,26000000,26000000,34,1300,34,34,34,34,34,34,34,35,136,151,2220,11,12,186,53,53,34,34,34,34,34,34,34,34,34,34,34,34,107,21,16593,5118,16593,0.6276443004608154,8.0,0
363,34,2015-07-11,3,1,61.4,9,3,55.5,1,1,1,1,2,2,20050000,20050000,20050000,31,1300,31,31,31,31,31,31,31,27,103,93,1281,31,31,335,52,52,31,31,31,31,31,31,31,31,31,31,31,31,103,111,16596,2579,16596,0.6179550886154175,7.0,0
364,34,2015-07-11,3,1,60.8,5,3,54.5,1,1,0,0,6,6,15250000,15250000,15250000,29,1300,29,29,29,29,29,29,29,34,42,28,346,19,10,148,49,49,29,29,29,29,29,29,29,29,29,29,29,29,60,48,16598,752,16598,0.610477089881897,2.0,1
365,34,2015-07-11,3,1,60.3,2,3,56.0,1,1,0,0,2,2,17250000,17250000,17250000,32,1300,32,32,32,32,32,32,32,29,168,169,2237,52,61,580,52,52,32,32,32,32,32,32,32,32,32,32,32,32,42,49,16595,2962,16595,0.6155593991279602,4.0,0
375,36,2015-07-11,1,0,82.4,4,3,55.0,0,0,0,0,6,6,2800000,2800000,1000000,0,1200,0,0,0,0,0,0,0,37,77,122,2104,3,3,111,52,52,0,0,0,0,0,0,0,0,0,0,0,0,83,27,16627,6235,16627,0.5627050399780273,4.0,0
376,36,2015-07-11,1,0,79.0,1,2,53.0,0,0,0,0,0,0,0,0,0,44,1200,44,44,44,44,44,44,44,40,245,248,2174,51,44,303,53,53,44,44,44,44,44,44,44,44,44,44,44,44,100,0,16583,6235,16583,0.6311497092247009,9.0,0
377,36,2015-07-11,1,0,78.3,8,2,54.0,0,0,0,0,0,0,0,0,0,44,1200,44,44,44,44,44,44,44,26,136,158,1717,45,53,405,52,53,44,44,44,44,44,44,44,44,44,44,44,44,67,0,16583,1858,16583,0.6264476180076599,8.0,0
378,36,2015-07-11,1,0,77.5,3,3,55.0,0,0,0,0,4,4,2700000,2700000,2700000,0,1200,0,0,0,0,0,0,0,48,505,578,7056,15,16,368,52,52,0,0,0,0,0,0,0,0,0,0,0,0,76,28,16627,10328,16627,0.5641621351242065,6.0,0
379,36,2015-07-11,1,0,77.4,2,3,55.0,0,0,0,0,3,3,3500000,3500000,3500000,0,1200,0,0,0,0,0,0,0,41,248,257,3037,7,3,92,53,53,0,0,0,0,0,0,0,0,0,0,0,0,58,28,16627,7315,16627,0.5574404001235962,2.0,1
380,36,2015-07-11,1,0,77.0,6,3,55.0,0,0,1,1,9,9,9450000,9450000,5250000,0,1200,0,0,0,0,0,0,0,35,162,193,2305,15,17,157,53,53,0,0,0,0,0,0,0,0,0,0,0,0,55,28,16627,5792,16627,0.5647686719894409,7.0,0
381,36,2015-07-11,1,1,76.1,5,3,51.0,0,0,1,1,9,9,10450000,10450000,6250000,0,1200,0,0,0,0,0,0,0,21,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,79,28,16627,23,16627,0.5570422410964966,1.0,1
382,36,2015-07-11,1,1,76.0,9,3,53.0,0,0,0,0,1,1,1000000,1000000,1000000,0,1200,0,0,0,0,0,0,0,49,1946,1775,12839,65,57,587,51,51,0,0,0,0,0,0,0,0,0,0,0,0,91,49,16627,10328,16627,0.5630823969841003,5.0,0
383,36,2015-07-11,1,1,75.3,7,3,55.0,0,0,1,1,3,3,9450000,9450000,5250000,0,1200,0,0,0,0,0,0,0,36,154,214,2663,10,23,282,52,52,0,0,0,0,0,0,0,0,0,0,0,0,70,28,16627,5792,16627,0.5590929985046387,3.0,1
412,40,2015-07-12,7,0,76.3,4,4,52.0,1,0,1,1,19,12,42130000,21430000,0,43,1200,43,43,43,43,43,43,43,24,22,42,538,7,6,133,49,49,43,43,43,43,43,43,43,43,43,43,43,43,82,36,16585,771,16585,0.6430536508560181,4.0,0
413,40,2015-07-12,7,0,76.1,5,4,56.5,2,0,1,0,9,4,59640000,15400000,15400000,48,1200,48,48,48,48,48,48,48,36,154,214,2663,10,23,282,52,52,48,48,48,48,48,48,48,48,48,48,48,48,79,49,16580,5793,16580,0.6494235396385193,9.0,0
414,40,2015-07-12,7,0,76.0,12,5,51.0,2,0,1,0,37,13,66930000,5300000,3300000,43,1200,43,43,43,43,43,43,43,21,0,0,0,0,0,0,49,49,43,43,43,43,43,43,43,43,43,43,43,43,38,28,16585,24,16585,0.6454700827598572,5.0,0
415,40,2015-07-12,7,0,75.9,10,3,51.5,1,1,2,2,9,9,34050000,34050000,2000000,42,1200,42,42,42,42,42,42,42,28,28,34,389,28,34,383,49,49,42,42,42,42,42,42,42,42,42,42,42,42,128,106,16586,402,16586,0.6425479650497437,3.0,1
416,40,2015-07-12,7,0,75.5,8,5,53.0,1,0,0,0,34,12,47020000,9500000,7500000,41,1200,41,41,41,41,41,41,41,38,25,50,922,0,3,92,48,48,41,41,41,41,41,41,41,41,41,41,41,41,97,22,16587,5119,16587,0.6511678099632263,11.0,0
417,40,2015-07-12,7,0,75.5,7,4,54.5,1,1,3,1,23,13,51400000,37000000,0,44,1200,44,44,44,44,44,44,44,45,348,343,4131,4,5,124,52,52,44,44,44,44,44,44,44,44,44,44,44,44,38,50,16584,9172,16584,0.6502906084060669,10.0,0
418,40,2015-07-12,7,0,75.1,3,3,56.0,2,2,2,2,11,10,58600000,58600000,30400000,47,1200,47,47,47,47,47,47,47,32,226,226,2525,23,21,246,52,52,47,47,47,47,47,47,47,47,47,47,47,47,78,42,16581,2580,16581,0.6493223905563354,8.0,0
419,40,2015-07-12,7,0,75.0,6,4,55.0,2,2,2,2,12,11,69100000,69100000,46600000,45,1200,45,45,45,45,45,45,45,40,245,248,2174,51,44,303,53,53,45,45,45,45,45,45,45,45,45,45,45,45,81,29,16583,6236,16583,0.6526247262954712,12.0,0
420,40,2015-07-12,7,0,74.4,1,3,56.0,2,1,0,0,5,4,52030000,35530000,0,47,1200,47,47,47,47,47,47,47,29,168,169,2237,52,61,580,52,52,47,47,47,47,47,47,47,47,47,47,47,47,39,204,16581,2963,16581,0.6485244035720825,7.0,0
421,40,2015-07-12,7,1,74.1,2,3,55.0,2,2,0,0,7,7,49150000,49150000,47350000,45,1200,45,45,45,45,45,45,45,34,42,28,346,19,10,148,49,49,45,45,45,45,45,45,45,45,45,45,45,45,35,28,16583,753,16583,0.6348779797554016,1.0,1
422,40,2015-07-12,7,1,73.1,9,3,55.5,2,2,1,1,7,7,51450000,51450000,45150000,46,1200,46,46,46,46,46,46,46,25,270,255,1930,102,109,694,52,52,46,46,46,46,46,46,46,46,46,46,46,46,58,29,16582,1418,16582,0.6468690037727356,6.0,0
423,40,2015-07-12,7,1,73.1,11,3,56.0,2,2,1,1,4,4,48700000,48700000,48700000,47,1200,47,47,47,47,47,47,47,26,136,158,1717,45,53,405,52,53,47,47,47,47,47,47,47,47,47,47,47,47,46,29,16581,1859,16581,0.6394802927970886,2.0,1
